id_propiedad,ciudad,barrio,tipo_operacion,tipo_inmueble,precio,superficie_m2,habitaciones,baños,estado,año_construccion,planta,ascensor,terraza,piscina,garaje,trastero,distancia_centro_km,fecha_publicacion
5211,bilbao,abando,Alquiler,dúplex,508888.0,114.3,1,1,buen estado,1970,segundo,0,0,0,0,0,5.99,2024-11-23
5212,bilbao,indautxu,Venta,estudio,452906.0,91.1,1,,a reformar,1978,cuarto,1,1,0,0,0,,2025-03-27
5213,bilbao,deusto,Venta,piso,252107.0,69.2,3,1,buen estado,1994,quinto,0,0,1,0,0,2.29,2025-03-02
5214,bilbao,casco viejo,Venta,piso,319543.0,89.4,1,1,buen estado,1993,primero,0,1,0,0,0,4.86,2024-11-05
5215,bilbao,indautxu,Alquiler,chalet,374553.0,100.7,4,1,obra nueva,2019,bajo,1,1,1,1,0,3.47,2024-12-26
5216,bilbao,deusto,Venta,chalet,375328.0,77.7,3,1,buen estado,1978,cuarto,1,0,0,0,0,5.21,2024-12-31
5217,bilbao,abando,Venta,piso,,44.3,2,1,buen estado,1956,quinto,1,0,0,0,0,2.77,2025-02-21
5218,bilbao,casco viejo,Alquiler,piso,379607.0,78.0,3,1,obra nueva,2020,ático,1,1,0,1,0,,
5219,bilbao,indautxu,Venta,piso,377258.0,87.8,2,1,buen estado,1948,octavo,,1,0,1,0,3.83,2025-03-10
5220,bilbao,casco viejo,Venta,ático,344408.0,90.3,,1,buen estado,2009,séptimo,0,,0,0,0,6.32,2025-01-27
5221,bilbao,abando,Venta,piso,511202.0,105.0,1,1,buen estado,1970,octavo,1,0,0,1,0,6.79,2025-03-08
5222,bilbao,indautxu,Venta,chalet,185467.0,51.1,6,3,buen estado,1956,sexto,1,0,0,1,0,4.96,2024-11-05
5223,bilbao,abando,Alquiler,estudio,502467.0,116.8,1,1,buen estado,1987,ático,0,1,0,0,0,5.09,2025-02-08
5224,bilbao,indautxu,Venta,estudio,460589.0,116.2,1,1,reformado,1983,sexto,1,1,0,0,1,6.84,2024-10-21
5225,bilbao,indautxu,Venta,estudio,338230.0,76.1,1,1,obra nueva,2022,ático,1,1,0,0,0,4.94,2025-01-07
5226,bilbao,indautxu,Venta,estudio,488044.0,80.9,1,1,a reformar,1997,octavo,1,1,1,1,1,5.75,2025-03-15
5227,bilbao,casco viejo,Venta,piso,398360.0,96.7,4,2,obra nueva,2020,tercero,0,1,1,1,0,1.8,2025-03-05
5228,bilbao,casco viejo,Venta,piso,237757.0,76.9,1,1,obra nueva,2022,bajo,1,1,0,1,0,7.24,2025-03-23
5229,bilbao,abando,Venta,piso,249426.0,68.1,4,,buen estado,1996,noveno,1,0,0,0,1,4.6,2025-03-14
5230,bilbao,deusto,Alquiler,piso,287692.0,76.6,4,1,buen estado,1981,ático,0,0,0,1,0,5.24,2025-03-26
5231,bilbao,deusto,Alquiler,piso,137031.0,30.0,2,1,buen estado,2000,bajo,1,1,1,0,0,5.35,2025-02-01
5232,bilbao,casco viejo,Venta,dúplex,290928.0,72.3,2,1,obra nueva,2019,sexto,1,1,1,1,0,4.68,2025-03-21
5233,bilbao,deusto,Venta,piso,307255.0,70.2,6,1,obra nueva,2020,noveno,1,1,1,1,0,2.67,2024-11-05
5234,bilbao,casco viejo,Venta,dúplex,259773.0,61.1,4,1,buen estado,1987,quinto,0,1,0,1,0,,2025-03-06
5235,bilbao,indautxu,Alquiler,piso,369145.0,86.5,4,1,a reformar,1994,ático,0,1,0,0,0,4.46,2025-03-03
5236,bilbao,abando,Venta,estudio,538912.0,121.7,1,1,obra nueva,2021,quinto,1,1,0,1,1,3.39,2025-02-15
5237,bilbao,deusto,Venta,dúplex,221748.0,58.2,,1,reformado,2000,séptimo,0,0,0,,0,3.57,2025-01-01
5238,bilbao,casco viejo,Venta,dúplex,353807.0,82.4,2,1,buen estado,1997,séptimo,1,1,1,1,0,4.97,2025-02-20
5239,bilbao,deusto,Alquiler,piso,453681.0,116.4,1,1,buen estado,1985,bajo,1,1,1,1,0,,2025-02-11
5240,bilbao,indautxu,Venta,piso,322584.0,87.9,5,1,buen estado,1983,ático,1,0,1,0,0,4.83,2025-02-05
5241,bilbao,casco viejo,Alquiler,piso,347090.0,85.5,1,1,reformado,1962,ático,1,1,0,0,0,7.46,2024-11-27
5242,bilbao,deusto,Venta,estudio,325324.0,85.2,1,1,buen estado,1995,octavo,1,0,1,0,0,3.21,2025-02-22
5243,bilbao,indautxu,Venta,piso,369079.0,91.1,1,1,buen estado,2002,octavo,1,,0,0,0,7.49,
5244,bilbao,deusto,Venta,ático,308254.0,106.0,1,1,buen estado,1994,noveno,0,0,0,0,1,8.49,2025-03-12
5245,bilbao,deusto,Venta,piso,342382.0,87.8,3,2,buen estado,2001,bajo,1,1,,0,0,5.65,2024-11-25
5246,bilbao,indautxu,Venta,chalet,352946.0,91.1,3,2,buen estado,1990,ático,1,1,0,1,0,4.05,2025-01-17
5247,bilbao,deusto,Venta,piso,382704.0,95.6,2,1,buen estado,1979,ático,,0,0,0,,7.59,2025-01-01
5248,bilbao,abando,Venta,piso,392509.0,86.1,4,1,buen estado,1988,bajo,0,0,0,1,,3.89,2024-11-26
5249,bilbao,indautxu,Alquiler,piso,368025.0,88.8,2,1,buen estado,1996,primero,0,1,0,0,0,5.55,2024-12-22
5250,bilbao,casco viejo,Alquiler,piso,295931.0,81.9,3,,buen estado,1975,tercero,0,0,0,0,1,5.77,2025-01-08
5251,bilbao,deusto,Venta,estudio,280297.0,78.4,1,1,a reformar,2001,bajo,1,0,1,0,0,4.93,2024-11-16
5252,bilbao,abando,Venta,piso,417490.0,102.9,,1,buen estado,1977,tercero,,1,0,1,1,3.59,2025-01-24
5253,bilbao,deusto,Venta,ático,564021.0,143.5,4,2,buen estado,1990,cuarto,0,1,0,0,1,3.87,2025-02-06
5254,bilbao,casco viejo,Venta,piso,247891.0,69.3,1,1,buen estado,1980,tercero,0,1,0,0,0,3.04,2025-03-27
5255,bilbao,abando,Alquiler,piso,,,4,2,buen estado,1984,bajo,1,1,0,1,1,5.46,2025-01-24
5256,bilbao,deusto,Venta,estudio,204332.0,61.5,1,1,buen estado,1986,segundo,1,1,,0,0,4.19,2024-11-21
5257,bilbao,indautxu,Alquiler,piso,322682.0,79.2,1,,buen estado,1977,ático,1,0,0,1,1,2.1,2024-10-15
5258,bilbao,deusto,Venta,piso,247429.0,68.6,4,1,buen estado,2002,quinto,1,1,0,0,0,6.9,2024-12-11
5259,bilbao,abando,Alquiler,piso,270170.0,93.5,1,1,buen estado,1975,quinto,0,0,1,0,0,5.73,2025-03-06
5260,bilbao,deusto,Venta,chalet,207725.0,56.8,2,1,buen estado,2001,quinto,0,,1,1,0,7.59,2025-01-26
5261,bilbao,abando,Venta,piso,,,3,1,buen estado,1978,ático,1,0,0,0,0,5.69,2024-12-27
5262,bilbao,indautxu,Venta,piso,306550.0,74.8,4,2,buen estado,2020,tercero,1,0,,0,0,7.73,2025-03-05
5263,bilbao,abando,Venta,dúplex,314385.0,78.6,2,1,buen estado,2009,octavo,0,,1,0,0,,2024-11-23
5264,bilbao,indautxu,Venta,piso,343233.0,79.2,3,1,buen estado,1973,segundo,1,0,0,1,0,6.26,2025-01-25
5265,bilbao,abando,Venta,estudio,271455.0,62.1,1,1,buen estado,1973,noveno,,0,0,1,0,3.4,2025-01-30
5266,bilbao,deusto,Alquiler,estudio,242324.0,71.5,1,1,buen estado,1980,séptimo,0,,1,0,0,5.07,2025-03-13
5267,bilbao,abando,Venta,ático,321515.0,82.3,4,1,buen estado,1983,primero,0,,0,1,0,8.31,2025-01-04
5268,bilbao,abando,Venta,piso,286740.0,67.5,3,1,buen estado,1951,tercero,0,,0,1,0,4.44,2024-12-12
5269,bilbao,deusto,Venta,piso,185986.0,55.5,2,1,buen estado,1993,segundo,1,0,,0,0,1.89,2024-11-07
5270,bilbao,casco viejo,Venta,piso,,,1,1,buen estado,1994,ático,1,0,0,0,0,,2024-12-08
5271,bilbao,indautxu,Venta,estudio,259079.0,64.4,1,1,obra nueva,2023,noveno,1,1,0,,1,5.36,2024-11-18
5272,bilbao,casco viejo,Alquiler,estudio,510553.0,115.3,1,1,buen estado,1997,quinto,0,1,0,1,1,2.55,2024-12-05
5273,bilbao,abando,Venta,piso,372812.0,84.9,3,1,reformado,1983,bajo,0,0,0,1,0,4.17,2024-10-23
5274,bilbao,indautxu,Alquiler,piso,545487.0,171.14191202181544,2,1,buen estado,2002,séptimo,0,1,0,0,1,7.71,2024-12-19
5275,bilbao,indautxu,Venta,piso,342080.0,88.2,3,1,buen estado,1984,octavo,1,1,0,0,0,8.04,2024-12-30
5276,bilbao,casco viejo,Alquiler,piso,337384.0,99.6,1,1,buen estado,1959,segundo,1,1,0,1,0,2.75,2025-02-26
5277,bilbao,indautxu,Venta,piso,249795.0,53.7,1,1,buen estado,1991,ático,1,1,0,1,0,6.73,2025-02-18
5278,bilbao,abando,Alquiler,chalet,367587.0,82.8,3,1,buen estado,2013,noveno,1,1,0,0,1,8.39,2025-02-27
5279,bilbao,abando,Alquiler,piso,314586.0,80.6,4,2,obra nueva,2020,octavo,1,0,0,1,1,7.4,2025-03-06
5280,bilbao,deusto,Venta,ático,211349.0,52.4,2,1,buen estado,1969,bajo,1,,0,0,1,3.79,2025-03-03
5281,bilbao,casco viejo,Alquiler,dúplex,294540.0,77.8,1,1,buen estado,1978,cuarto,0,1,0,1,0,2.3,2025-01-29
5282,bilbao,indautxu,Venta,piso,397271.0,82.0,4,3,obra nueva,2020,segundo,0,0,0,0,0,,2025-01-09
5283,bilbao,casco viejo,Venta,piso,272033.0,67.2,2,1,buen estado,1975,séptimo,1,1,0,1,0,6.29,2025-02-12
5284,bilbao,deusto,Venta,piso,331451.0,71.7,3,1,buen estado,1968,noveno,1,0,,1,0,5.63,2024-12-17
5285,bilbao,casco viejo,Venta,piso,138463.0,30.0,4,1,obra nueva,2018,sexto,1,0,0,1,0,5.54,2024-10-31
5286,bilbao,indautxu,Alquiler,piso,215184.0,47.4,5,2,buen estado,1984,segundo,0,1,0,1,1,5.27,2025-02-25
5287,bilbao,deusto,Venta,piso,351310.0,108.2,1,1,obra nueva,2019,octavo,1,0,0,1,1,4.32,2024-11-15
5288,bilbao,casco viejo,Venta,piso,133927.0,32.5,2,1,buen estado,1966,sexto,1,0,0,1,0,3.8,2024-12-13
5289,bilbao,abando,Venta,piso,350908.0,93.7,2,1,buen estado,2003,séptimo,1,0,0,,0,6.86,2024-10-28
5290,bilbao,casco viejo,Venta,piso,,,2,,obra nueva,2022,octavo,1,0,0,0,0,2.77,2024-10-11
5291,bilbao,indautxu,Venta,dúplex,302032.0,65.8,1,1,buen estado,2015,sexto,1,0,1,0,0,3.5,2024-12-26
5292,bilbao,casco viejo,Alquiler,piso,337634.0,87.0,5,1,buen estado,1985,primero,1,0,0,1,1,4.36,2024-11-14
5293,bilbao,casco viejo,Venta,piso,260727.0,70.7,1,1,buen estado,1987,segundo,1,0,,0,1,2.47,2024-12-15
5294,bilbao,indautxu,Venta,piso,335969.0,66.9,2,1,a reformar,1990,ático,1,1,0,0,0,7.14,2025-04-02
5295,bilbao,deusto,Venta,piso,86158.0,31.0,3,1,buen estado,1970,noveno,0,1,0,1,1,2.47,2025-03-12
5296,bilbao,abando,Alquiler,piso,259523.0,56.4,3,1,buen estado,1980,bajo,0,0,0,1,0,7.1,2025-02-19
5297,bilbao,casco viejo,Venta,estudio,350847.0,86.9,,1,buen estado,1982,octavo,0,0,0,1,0,3.93,2025-04-02
5298,bilbao,casco viejo,Venta,ático,,,1,1,buen estado,2014,bajo,0,1,0,1,0,4.69,2025-02-08
5299,bilbao,casco viejo,Venta,estudio,247033.0,70.4,1,1,buen estado,1963,cuarto,0,,0,1,0,7.0,2024-10-23
5300,bilbao,deusto,Venta,piso,413918.0,76.1,4,1,buen estado,1975,quinto,1,,0,1,,5.35,2025-01-30
5301,bilbao,casco viejo,Venta,piso,265409.0,71.2,1,1,reformado,1991,sexto,1,0,1,0,0,6.27,2024-10-30
5302,bilbao,abando,Venta,piso,384896.0,82.0,1,1,buen estado,1996,noveno,1,0,0,0,1,8.64,2024-10-09
5303,bilbao,abando,Venta,piso,323920.0,83.3,2,1,buen estado,1958,octavo,0,,0,0,1,6.32,2025-01-09
5304,bilbao,abando,Alquiler,piso,,66.4,4,1,buen estado,1978,quinto,1,0,0,0,0,1.6,2025-03-28
5305,bilbao,deusto,Venta,piso,,102.4,1,1,obra nueva,2023,tercero,1,1,0,1,1,6.55,2025-04-07
5306,bilbao,indautxu,Venta,piso,299571.0,80.2,4,1,buen estado,1990,noveno,1,0,0,1,0,2.57,2025-02-06
5307,bilbao,deusto,Alquiler,dúplex,169453.0,40.7,3,1,buen estado,2006,ático,0,0,0,0,0,5.77,2025-02-03
5308,bilbao,deusto,Venta,ático,339825.0,89.9,2,1,buen estado,1993,noveno,1,0,0,0,0,2.54,2025-02-01
5309,bilbao,deusto,Venta,dúplex,356953.0,115.2,1,,buen estado,1975,sexto,1,0,1,0,0,5.9,2025-03-27
5310,bilbao,deusto,Venta,piso,,71.6,,1,buen estado,1980,sexto,0,1,1,1,1,5.77,2024-12-20
5311,bilbao,abando,Venta,estudio,227323.0,67.9,1,1,buen estado,1985,bajo,1,,1,1,0,4.3,2025-04-01
5312,bilbao,deusto,Venta,ático,279431.0,78.9,3,1,buen estado,1984,séptimo,,0,0,1,0,4.23,2025-03-14
5313,bilbao,indautxu,Alquiler,dúplex,379981.0,100.5,1,1,obra nueva,2021,noveno,1,1,,1,1,6.74,2025-04-02
5314,bilbao,casco viejo,Venta,piso,366778.0,86.1,2,1,buen estado,1997,sexto,1,0,0,1,0,5.45,2024-10-10
5315,bilbao,deusto,Venta,dúplex,390847.0,84.0,3,1,obra nueva,2021,cuarto,1,1,0,0,1,5.57,2025-03-11
5316,bilbao,abando,Alquiler,piso,230899.0,67.3,1,1,buen estado,2003,sexto,0,1,1,1,1,4.57,2025-02-18
5317,bilbao,abando,Venta,piso,,,3,2,buen estado,1986,bajo,0,1,1,1,0,3.39,2024-12-02
5318,bilbao,deusto,Venta,piso,444161.0,108.04642053549328,,2,obra nueva,2023,quinto,1,,0,1,0,4.36,2025-01-30
5319,bilbao,deusto,Venta,piso,286615.0,81.1,2,1,buen estado,2019,octavo,1,0,1,0,1,6.48,2025-01-28
5320,bilbao,indautxu,Venta,piso,216352.0,74.6,3,1,buen estado,1975,segundo,1,0,0,0,0,7.59,2025-01-29
5321,bilbao,abando,Venta,piso,131923.0,34.5,3,1,buen estado,1984,bajo,0,1,1,1,0,4.66,2025-04-06
5322,bilbao,deusto,Alquiler,ático,192479.0,53.6,4,1,a reformar,1962,cuarto,0,0,0,0,1,3.78,2025-01-22
5323,bilbao,casco viejo,Alquiler,estudio,364460.0,93.3,1,1,buen estado,2002,quinto,1,0,0,1,0,7.1,2025-03-10
5324,bilbao,indautxu,Alquiler,piso,327742.0,73.3,2,1,buen estado,1984,noveno,1,0,0,0,0,8.42,2025-01-22
5325,bilbao,abando,Venta,piso,301737.0,81.0,4,1,obra nueva,2021,tercero,,1,1,,0,4.15,2025-03-24
5326,bilbao,deusto,Venta,ático,467689.0,104.6,2,2,buen estado,1992,bajo,1,1,0,0,0,4.82,2024-11-17
5327,bilbao,indautxu,Venta,piso,399112.0,118.8,3,,buen estado,1971,noveno,1,1,,0,0,3.27,2025-02-12
5328,bilbao,indautxu,Venta,ático,374455.0,89.3,1,1,buen estado,1989,segundo,1,1,,1,0,5.28,2025-03-05
5329,bilbao,casco viejo,Alquiler,piso,325366.0,100.5,2,1,buen estado,1998,noveno,0,0,0,0,0,4.0,2024-11-14
5330,bilbao,abando,Alquiler,dúplex,194756.0,52.2,3,1,buen estado,2008,ático,0,0,0,0,0,5.89,2024-12-13
5331,bilbao,deusto,Venta,piso,352155.0,91.0,5,1,buen estado,1974,noveno,0,0,0,1,1,3.75,2024-12-11
5332,bilbao,casco viejo,Alquiler,piso,350374.0,91.4,6,2,buen estado,2012,cuarto,1,1,0,1,0,4.62,
5333,bilbao,casco viejo,Alquiler,ático,259588.0,66.7,3,1,buen estado,1964,sexto,0,,0,0,0,6.15,2024-10-29
5334,bilbao,casco viejo,Venta,piso,381716.0,69.9,7,1,buen estado,1994,cuarto,0,1,1,1,1,5.71,2025-01-05
5335,bilbao,indautxu,Venta,ático,180558.0,45.5,3,1,buen estado,1977,sexto,0,0,0,1,0,7.84,2025-03-16
5336,bilbao,casco viejo,Venta,piso,242137.0,68.5,4,1,buen estado,1979,séptimo,1,1,0,0,1,4.78,2025-01-01
5337,bilbao,deusto,Venta,piso,159936.0,42.0,3,1,reformado,1973,cuarto,1,0,0,1,1,2.36,2024-10-26
5338,bilbao,indautxu,Venta,piso,412023.0,125.1,1,1,buen estado,1978,segundo,0,1,0,1,0,3.2,2025-03-06
5339,bilbao,indautxu,Venta,ático,403370.0,88.0,2,1,buen estado,2003,quinto,1,0,0,,,1.82,2025-03-12
5340,bilbao,casco viejo,Venta,piso,346348.0,79.9,3,1,buen estado,1998,primero,0,0,0,0,0,3.7,2025-04-05
5341,bilbao,indautxu,Venta,ático,435582.0,90.8,3,2,buen estado,1997,bajo,0,0,0,0,0,3.82,2024-11-06
5342,bilbao,indautxu,Alquiler,dúplex,,107.6,2,1,buen estado,1993,cuarto,0,,0,0,1,5.44,2025-02-08
5343,bilbao,indautxu,Venta,dúplex,315296.0,84.1,4,1,buen estado,2010,primero,1,1,0,0,0,5.93,2024-10-26
5344,bilbao,deusto,Venta,dúplex,287869.0,76.3,1,1,buen estado,2007,segundo,1,1,1,0,0,4.27,2025-04-06
5345,bilbao,indautxu,Alquiler,piso,352940.0,91.1,1,1,reformado,2006,séptimo,1,1,1,0,1,4.05,2024-10-16
5346,bilbao,casco viejo,Venta,piso,421679.0,88.0,1,1,buen estado,1975,quinto,0,,0,0,,2.37,2024-12-07
5347,bilbao,abando,Venta,piso,376429.0,88.0,2,1,buen estado,1997,ático,1,0,0,0,0,4.6,2024-12-24
5348,bilbao,indautxu,Venta,piso,,,5,1,buen estado,1994,ático,1,0,0,1,0,7.72,2024-11-23
5349,bilbao,casco viejo,Venta,piso,267635.0,62.4,3,2,buen estado,1985,cuarto,0,1,0,,0,4.09,2024-12-24
5350,bilbao,casco viejo,Alquiler,piso,307827.0,75.5,3,1,buen estado,1983,primero,1,0,0,,0,5.38,2024-11-04
5351,bilbao,indautxu,Venta,piso,321782.0,75.2,1,1,buen estado,1996,séptimo,1,1,1,0,1,3.4,2025-02-25
5352,bilbao,indautxu,Venta,piso,476756.0,108.7,3,1,obra nueva,2018,sexto,0,0,0,1,0,3.77,2025-01-23
5353,bilbao,abando,Venta,ático,306108.0,85.1,3,1,buen estado,1991,octavo,1,0,1,1,0,4.97,2025-01-01
5354,bilbao,casco viejo,Venta,piso,418402.0,86.6,3,1,buen estado,1987,cuarto,0,0,1,0,0,3.88,2024-10-29
5355,bilbao,abando,Venta,ático,318301.0,79.3,,2,buen estado,1977,segundo,1,,0,0,0,4.28,2025-01-03
5356,bilbao,indautxu,Venta,piso,248834.0,71.0,3,1,buen estado,1982,octavo,1,0,0,1,0,4.49,
5357,bilbao,casco viejo,Venta,ático,206867.0,65.6,3,1,buen estado,1990,noveno,0,1,0,0,0,7.77,2024-12-17
5358,bilbao,casco viejo,Venta,estudio,324729.0,74.0,1,1,buen estado,1995,cuarto,1,1,0,0,0,6.33,2024-11-22
5359,bilbao,indautxu,Alquiler,dúplex,265982.0,83.5,1,1,a reformar,1982,séptimo,1,1,0,0,0,5.91,2024-10-18
5360,bilbao,deusto,Venta,piso,347262.0,80.0,,1,buen estado,1972,ático,1,0,0,1,0,5.95,2024-11-20
5361,bilbao,casco viejo,Venta,estudio,246522.0,68.8,1,1,reformado,1981,tercero,1,1,0,0,0,6.39,2024-11-18
5362,bilbao,abando,Venta,piso,371536.0,86.6,3,2,buen estado,1981,sexto,1,1,0,0,0,5.12,2024-12-23
5363,bilbao,indautxu,Alquiler,ático,,,2,1,obra nueva,2022,sexto,1,1,0,0,1,7.56,2024-11-12
5364,bilbao,casco viejo,Alquiler,estudio,,,1,1,obra nueva,2019,séptimo,0,1,1,0,1,5.31,2024-11-14
5365,bilbao,casco viejo,Alquiler,chalet,303280.0,71.2,1,1,obra nueva,2019,bajo,0,1,1,1,,5.85,2025-02-15
5366,bilbao,casco viejo,Venta,piso,152525.0,40.5,3,1,buen estado,1991,primero,,0,1,0,0,0.5,2024-10-10
5367,bilbao,casco viejo,Venta,piso,444013.0,113.5,4,1,obra nueva,2020,ático,1,0,1,1,1,4.87,2025-03-20
5368,bilbao,deusto,Alquiler,dúplex,307979.0,66.3,,1,a reformar,1991,ático,0,0,0,0,0,4.1,2025-04-07
5369,bilbao,deusto,Venta,piso,176729.0,56.2,3,1,buen estado,1982,tercero,1,0,0,0,0,5.94,2025-03-24
5370,bilbao,indautxu,Alquiler,ático,246696.0,79.2,3,2,buen estado,1994,ático,1,0,0,,1,4.21,2024-10-18
5371,bilbao,abando,Venta,piso,226856.0,64.2,3,,buen estado,2012,noveno,1,0,1,0,0,4.47,2025-02-06
5372,bilbao,indautxu,Venta,piso,204219.0,57.1,5,1,buen estado,1973,ático,1,0,0,0,0,4.81,2025-03-29
5373,bilbao,indautxu,Venta,piso,,,,1,reformado,1968,séptimo,0,0,0,0,1,2.49,2024-10-14
5374,bilbao,deusto,Alquiler,dúplex,267945.0,68.5,6,1,buen estado,1982,segundo,1,1,0,1,0,3.0,
5375,bilbao,deusto,Venta,ático,253891.0,73.5,6,1,buen estado,1987,ático,0,1,0,0,1,0.5,2024-12-05
5376,bilbao,casco viejo,Alquiler,chalet,310010.0,87.5,7,1,buen estado,1980,cuarto,0,1,0,1,0,5.27,2024-11-04
5377,bilbao,abando,Venta,chalet,488112.0,93.8,3,,buen estado,1993,primero,0,1,0,0,1,6.07,2025-01-09
5378,bilbao,casco viejo,Venta,ático,377165.0,98.7,5,1,buen estado,1988,ático,1,0,0,1,1,5.24,2025-02-03
5379,bilbao,indautxu,Venta,dúplex,308697.0,77.1,3,1,a reformar,1966,quinto,0,0,0,0,0,2.33,2025-01-14
5380,bilbao,abando,Venta,chalet,351009.0,88.4,4,1,buen estado,1988,cuarto,0,0,0,0,1,3.38,2025-03-29
5381,bilbao,casco viejo,Venta,piso,319120.0,108.4,4,1,buen estado,1993,segundo,1,0,0,1,,4.81,2025-03-17
5382,bilbao,abando,Alquiler,piso,421610.0,113.4,3,1,buen estado,1981,quinto,0,0,0,0,0,8.2,2025-01-07
5383,bilbao,casco viejo,Alquiler,piso,393078.0,99.0,5,2,buen estado,1959,sexto,0,0,0,0,1,6.63,2024-11-19
5384,bilbao,indautxu,Venta,piso,250014.0,60.7,2,1,buen estado,1996,noveno,0,1,0,0,1,4.55,2025-03-31
5385,bilbao,deusto,Alquiler,piso,284126.0,68.6,5,2,buen estado,1987,sexto,0,1,0,,0,5.01,2024-10-15
5386,bilbao,deusto,Venta,piso,363143.0,80.5,4,3,reformado,1966,bajo,1,,1,0,0,5.73,2024-12-05
5387,bilbao,indautxu,Venta,piso,346040.0,90.1,4,,buen estado,1993,octavo,0,0,0,0,0,4.48,2025-02-13
5388,bilbao,abando,Alquiler,piso,297097.0,67.7,2,1,buen estado,1953,tercero,1,0,0,1,0,6.32,2025-01-08
5389,bilbao,casco viejo,Venta,piso,,49.8,3,1,reformado,1980,octavo,1,1,0,1,1,8.57,2024-10-28
5390,bilbao,abando,Venta,piso,236545.0,73.7,5,1,buen estado,1994,tercero,1,0,,1,1,5.41,2024-11-30
5391,bilbao,casco viejo,Venta,dúplex,391177.0,100.0,2,2,buen estado,1995,séptimo,1,0,1,0,0,4.11,
5392,bilbao,indautxu,Venta,piso,308824.0,78.2,2,1,buen estado,1991,séptimo,1,1,0,1,0,6.15,2024-10-27
5393,bilbao,deusto,Alquiler,piso,280646.0,79.1,3,2,buen estado,1964,noveno,1,0,0,0,1,5.3,2025-01-11
5394,bilbao,casco viejo,Venta,piso,232247.0,73.2,3,1,reformado,1999,quinto,0,0,0,0,0,5.29,2025-02-12
5395,bilbao,deusto,Venta,estudio,,,1,1,buen estado,1984,quinto,1,1,0,1,0,3.27,2024-10-15
5396,bilbao,deusto,Venta,estudio,201297.0,49.5,1,1,buen estado,1980,sexto,1,1,,1,0,5.56,2024-11-12
5397,bilbao,abando,Venta,piso,,93.9,2,1,buen estado,1963,cuarto,1,1,1,1,0,4.02,
5398,bilbao,indautxu,Venta,ático,284252.0,67.9,6,1,buen estado,1964,segundo,0,1,1,0,1,2.82,
5399,bilbao,deusto,Venta,ático,244205.0,51.6,2,1,reformado,1991,ático,1,0,0,0,0,3.15,2025-02-21
5400,bilbao,indautxu,Alquiler,piso,360146.0,89.9,1,1,buen estado,1991,primero,1,0,1,1,1,6.58,2024-10-26
5401,bilbao,indautxu,Venta,dúplex,436399.0,107.2,2,1,buen estado,1974,cuarto,0,0,0,,1,,2024-12-23
5402,bilbao,deusto,Venta,dúplex,321520.0,72.7,4,2,buen estado,1969,ático,0,0,0,0,1,4.54,2024-11-12
5403,bilbao,casco viejo,Venta,dúplex,259340.0,81.4,6,1,reformado,1971,séptimo,,0,0,0,0,5.85,2024-11-29
5404,bilbao,abando,Venta,dúplex,253360.0,73.3,1,1,buen estado,1985,bajo,1,1,0,0,1,3.94,2024-11-26
5405,bilbao,deusto,Venta,piso,324622.0,86.3,2,1,obra nueva,2018,segundo,0,1,0,1,0,3.49,2024-12-20
5406,bilbao,deusto,Venta,estudio,253637.0,55.6,1,1,buen estado,2015,sexto,1,0,0,0,1,,2024-12-07
5407,bilbao,deusto,Venta,dúplex,325753.0,79.5,3,1,buen estado,1986,cuarto,0,0,0,0,0,6.14,2024-11-01
5408,bilbao,indautxu,Alquiler,piso,,,2,1,buen estado,1992,bajo,1,0,0,1,0,3.15,2025-01-09
5409,bilbao,indautxu,Venta,piso,356794.0,86.6,2,,buen estado,1983,bajo,0,0,0,,1,3.8,2024-10-15
5410,bilbao,deusto,Alquiler,piso,230393.0,51.6,5,1,reformado,1982,primero,1,1,0,0,0,4.91,2024-11-12
5411,bilbao,indautxu,Alquiler,piso,313018.0,78.8,3,1,buen estado,1956,primero,1,1,1,0,0,5.87,2025-02-27
5412,bilbao,abando,Alquiler,dúplex,344990.0,101.3,1,,buen estado,2005,cuarto,0,0,0,0,0,6.78,
5413,bilbao,deusto,Alquiler,estudio,206259.0,66.0,1,,buen estado,2020,tercero,1,1,0,0,0,7.14,2024-12-02
5414,bilbao,casco viejo,Venta,ático,361891.0,92.6,2,,buen estado,1974,sexto,1,1,,0,1,4.56,2024-10-31
5415,bilbao,indautxu,Venta,piso,312795.0,76.2,3,1,buen estado,1995,primero,1,0,1,0,0,5.36,2024-11-16
5416,bilbao,abando,Alquiler,estudio,246496.0,67.4,,1,reformado,1981,tercero,1,0,0,0,0,1.95,2025-02-14
5417,bilbao,abando,Alquiler,piso,234356.0,72.5,3,,buen estado,1993,cuarto,1,0,0,0,1,6.16,2025-03-01
5418,bilbao,abando,Venta,piso,391839.0,99.0,1,1,buen estado,2016,octavo,0,1,0,1,0,4.77,2025-02-25
5419,bilbao,abando,Venta,estudio,340261.0,88.1,1,1,buen estado,1995,quinto,,1,0,0,0,4.92,2024-11-18
5420,bilbao,indautxu,Venta,piso,274276.0,76.7,1,1,buen estado,1992,noveno,0,0,1,0,1,6.24,2024-10-18
5421,bilbao,indautxu,Venta,piso,230761.0,63.0,3,2,buen estado,1979,octavo,1,0,1,1,0,5.39,2025-04-05
5422,bilbao,indautxu,Venta,chalet,267784.0,65.7,3,2,buen estado,1969,sexto,1,1,0,1,0,4.54,2025-03-18
